1
-40,233,107,1656350808.015169
-40,235,107,1656350808.015169
-40,230,108,1656350808.015169
-41,231,108,1656350808.015612
-41,229,106,1656350808.015612
-39,232,107,1656350808.015612
-43,233,106,1656350808.0349808
-42,234,105,1656350808.0349808
-41,233,109,1656350808.0349808
-41,233,106,1656350808.0355144
-41,230,104,1656350808.0355144
-38,233,104,1656350808.0355144
-41,231,106,1656350808.0363643
-44,236,106,1656350808.0363643
-39,235,103,1656350808.0363643
-43,231,105,1656350808.6751285
-41,235,105,1656350808.6751285
-41,231,108,1656350808.6751285
-38,230,106,1656350808.67562
-40,231,106,1656350808.67562
-41,232,106,1656350808.67562
-40,235,106,1656350808.6760778
-42,234,105,1656350808.6760778
-39,234,102,1656350808.6760778
-42,234,102,1656350808.6771169
-42,232,105,1656350808.6771169
-39,231,106,1656350808.6771169
-42,233,107,1656350808.6778605
-41,230,105,1656350808.6778605
-39,234,106,1656350808.6778605
-39,232,105,1656350809.3152337
-42,232,106,1656350809.3152337
-38,233,109,1656350809.3152337
-37,233,106,1656350809.3351302
-43,231,109,1656350809.3351302
-45,230,109,1656350809.3351302
-46,231,107,1656350809.3353264
-42,229,109,1656350809.3353264
-42,232,106,1656350809.3353264
-39,229,108,1656350809.33636
-41,230,107,1656350809.33636
-40,232,109,1656350809.33636
-39,227,111,1656350809.3367867
-39,232,111,1656350809.3367867
-43,228,111,1656350809.3367867
-46,229,109,1656350809.9751582
-44,234,111,1656350809.9751582
-45,230,110,1656350809.9751582
-42,229,114,1656350809.9754648
-45,230,110,1656350809.9754648
-40,236,111,1656350809.9754648
-43,233,112,1656350809.9762065
-43,230,110,1656350809.9762065
-45,226,116,1656350809.9762065
-43,229,115,1656350809.9767985
-44,226,114,1656350809.9767985
-46,227,116,1656350809.9767985
-46,225,115,1656350809.9950845
-43,227,117,1656350809.9950845
-43,228,121,1656350809.9950845
-50,213,122,1656350810.6149213
-38,233,117,1656350810.6149213
-24,242,113,1656350810.6149213
-15,268,117,1656350810.615399
36,266,110,1656350810.615399
21,226,96,1656350810.615399
-6,219,96,1656350810.6550198
-20,211,94,1656350810.6550198
-33,169,98,1656350810.6550198
-54,200,107,1656350810.6553273
-83,175,110,1656350810.6553273
-92,207,107,1656350810.6553273
-118,200,94,1656350810.6559553
-115,222,83,1656350810.6559553
-132,224,46,1656350810.6559553
-93,300,28,1656350811.2750156
-118,277,-2,1656350811.2750156
-108,263,-9,1656350811.2750156
-94,286,-5,1656350811.275533
-84,252,1,1656350811.275533
-55,258,-20,1656350811.275533
-34,240,-18,1656350811.2761123
2,259,-32,1656350811.2761123
55,322,-51,1656350811.2761123
21,219,-62,1656350811.2769027
8,226,-60,1656350811.2769027
-22,213,-51,1656350811.2769027
-19,303,-59,1656350811.2777433
-45,277,-74,1656350811.2777433
-35,256,-54,1656350811.2777433
-11,256,-52,1656350811.9151723
4,243,-66,1656350811.9151723
-12,245,-56,1656350811.9151723
-8,225,-74,1656350811.9351451
18,253,-74,1656350811.9351451
17,263,-76,1656350811.9351451
13,247,-54,1656350811.9356616
34,227,-55,1656350811.9356616
35,268,-75,1656350811.9356616
4,238,-70,1656350811.9361045
5,263,-57,1656350811.9361045
-1,256,-58,1656350811.9361045
2,256,-66,1656350811.9370844
0,249,-74,1656350811.9370844
-9,262,-59,1656350811.9370844
-9,212,-88,1656350812.575092
-13,255,-38,1656350812.575092
-14,241,-38,1656350812.575092
9,247,-44,1656350812.5754645
11,257,-44,1656350812.5754645
4,251,-32,1656350812.5754645
10,249,-17,1656350812.5950112
17,253,-24,1656350812.5950112
9,256,-33,1656350812.5950112
12,242,-18,1656350812.5954528
34,238,-5,1656350812.5954528
26,253,-26,1656350812.5954528
-12,279,-24,1656350812.5961597
48,263,-23,1656350812.5961597
41,239,-14,1656350812.5961597
39,263,-25,1656350813.2151737
31,263,-21,1656350813.2151737
29,251,-23,1656350813.2151737
30,255,-14,1656350813.2349901
27,255,-15,1656350813.2349901
